customer_id,segment_name,recency_days,frequency_180d,monetary_180d,r_score,f_score,m_score,sessions_30d,campaign_clicks_30d,ticket_count_90d,return_rate_180d,avg_discount_pct_180d,category_diversity_180d,manual_priority_bucket
CUST01206,Mixed Watchlist,73,1.0,819.46,3,2,3,10,0,0.0,0.0,0.16,1.0,medium
CUST01207,Dormant At-Risk,110,1.0,350.93,2,2,1,0,0,0.0,0.0,0.43,1.0,high
CUST01208,Dormant At-Risk,95,2.0,834.32,2,4,3,1,2,0.0,0.0,0.32999999999999996,2.0,high
CUST01209,Growth Potential,14,2.0,674.55,5,4,2,5,1,0.0,0.0,0.41000000000000003,2.0,low
CUST01210,Dormant At-Risk,266,0.0,0.0,1,1,1,0,1,0.0,0.0,0.0,0.0,high
CUST01211,Loyal Core,5,3.0,2452.85,5,5,5,8,1,2.0,0.3333333333333333,0.4066666666666667,3.0,medium
CUST01212,Champions,20,2.0,2285.58,5,4,5,0,1,0.0,0.0,0.435,2.0,low
CUST01213,Mixed Watchlist,163,1.0,492.41,1,2,2,3,1,0.0,0.0,0.21,1.0,high
CUST01214,Dormant At-Risk,124,1.0,1069.42,2,2,3,2,0,0.0,0.0,0.25,1.0,high
CUST01215,Mixed Watchlist,80,2.0,1232.11,3,4,4,0,2,0.0,0.0,0.21500000000000002,1.0,high
CUST01216,Discount-Sensitive,107,1.0,1022.33,2,2,3,10,2,0.0,0.0,0.35,1.0,high
CUST01217,Mixed Watchlist,163,1.0,630.07,1,2,2,6,0,0.0,0.0,0.26,1.0,high
CUST01218,Mixed Watchlist,0,1.0,738.52,5,2,3,6,0,0.0,0.0,0.24,1.0,low
CUST01219,Service Recovery,86,2.0,832.04,2,4,3,5,0,1.0,0.0,0.35,1.0,high
CUST01220,Dormant At-Risk,98,1.0,1095.74,2,2,3,1,0,0.0,0.0,0.23,1.0,high
CUST01221,Mixed Watchlist,13,1.0,405.2,5,2,2,6,0,0.0,0.0,0.33,1.0,low
CUST01222,Growth Potential,18,1.0,1199.39,5,2,4,0,1,0.0,0.0,0.04,1.0,high
CUST01223,Dormant At-Risk,118,3.0,1444.4,2,5,4,1,0,0.0,0.0,0.38666666666666666,3.0,high
CUST01224,Growth Potential,33,1.0,1005.1,4,2,3,7,2,0.0,0.0,0.33,1.0,low
CUST01225,Service Recovery,97,1.0,620.28,2,2,2,3,0,1.0,0.0,0.03,1.0,high
CUST01226,Loyal Core,37,3.0,1546.94,4,5,4,6,0,1.0,0.6666666666666666,0.3333333333333333,3.0,medium
CUST01227,Loyal Core,43,3.0,1385.66,4,5,4,8,0,1.0,0.3333333333333333,0.31666666666666665,3.0,medium
CUST01228,Dormant At-Risk,212,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST01229,Mixed Watchlist,147,1.0,484.49,2,2,2,5,0,0.0,0.0,0.23,1.0,high
CUST01230,Dormant At-Risk,112,1.0,370.67,2,2,1,2,0,0.0,0.0,0.24,1.0,high
CUST01231,Dormant At-Risk,226,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST01232,Mixed Watchlist,183,0.0,0.0,1,1,1,8,0,0.0,0.0,0.0,0.0,high
CUST01233,Mixed Watchlist,64,1.0,551.18,3,2,2,8,0,0.0,0.0,0.29,1.0,medium
CUST01234,Mixed Watchlist,115,2.0,1809.4,2,4,4,3,1,0.0,0.0,0.215,2.0,high
CUST01235,Mixed Watchlist,161,1.0,522.53,1,2,2,3,1,0.0,0.0,0.15,1.0,high
CUST01236,Loyal Core,6,3.0,971.97,5,5,3,8,0,0.0,0.0,0.31,3.0,low
CUST01237,Dormant At-Risk,103,2.0,1243.5,2,4,4,1,0,0.0,0.0,0.325,2.0,high
CUST01238,Service Recovery,68,3.0,3438.43,3,5,5,1,1,1.0,0.0,0.25333333333333335,3.0,medium
CUST01239,Mixed Watchlist,193,0.0,0.0,1,1,1,7,0,0.0,0.0,0.0,0.0,high
CUST01240,Growth Potential,19,1.0,434.11,5,2,2,10,2,0.0,0.0,0.34,1.0,low
CUST01241,Growth Potential,38,1.0,185.08,4,2,1,9,0,0.0,0.0,0.28,1.0,medium
CUST01242,Champions,29,5.0,6982.41,4,5,5,0,2,1.0,0.0,0.262,4.0,medium
CUST01243,Mixed Watchlist,74,3.0,1470.48,3,5,4,8,0,0.0,0.0,0.2966666666666667,1.0,medium
CUST01244,Champions,34,2.0,2233.4,4,4,5,7,0,1.0,0.0,0.21000000000000002,2.0,medium
CUST01245,Dormant At-Risk,255,0.0,0.0,1,1,1,2,0,0.0,0.0,0.0,0.0,high
CUST01246,Dormant At-Risk,262,0.0,0.0,1,1,1,1,3,0.0,0.0,0.0,0.0,high
CUST01247,Growth Potential,3,1.0,1439.66,5,2,4,12,2,1.0,0.0,0.24,1.0,medium
CUST01248,Mixed Watchlist,103,1.0,1386.38,2,2,4,5,1,0.0,0.0,0.31,1.0,high
CUST01249,Mixed Watchlist,57,4.0,2733.47,3,5,5,12,4,0.0,0.0,0.2025,3.0,medium
CUST01250,Dormant At-Risk,175,1.0,612.27,1,2,2,0,2,0.0,0.0,0.34,1.0,high
CUST01251,Discount-Sensitive,52,1.0,420.63,3,2,2,3,1,0.0,0.0,0.38,1.0,medium
CUST01252,Champions,38,2.0,2038.9299999999998,4,4,5,1,0,0.0,0.0,0.245,2.0,medium
CUST01253,Mixed Watchlist,99,2.0,2035.62,2,4,5,13,1,0.0,0.0,0.15,2.0,high
CUST01254,Service Recovery,76,2.0,2465.71,3,4,5,3,0,1.0,0.0,0.44499999999999995,1.0,high
CUST01255,Service Recovery,78,1.0,2060.75,3,2,5,8,0,1.0,0.0,0.11,1.0,high
CUST01256,Mixed Watchlist,286,0.0,0.0,1,1,1,3,1,0.0,0.0,0.0,0.0,high
CUST01257,Loyal Core,27,2.0,765.27,4,4,3,4,0,1.0,0.5,0.28,1.0,medium
CUST01258,Mixed Watchlist,250,0.0,0.0,1,1,1,7,0,0.0,0.0,0.0,0.0,high
CUST01259,Service Recovery,94,1.0,694.35,2,2,3,0,0,1.0,1.0,0.32,1.0,high
CUST01260,Mixed Watchlist,9,1.0,913.67,5,2,3,4,0,0.0,0.0,0.02,1.0,low
CUST01261,Mixed Watchlist,18,1.0,345.05,5,2,1,1,0,0.0,0.0,0.28,1.0,high
CUST01262,Growth Potential,25,1.0,195.09,4,2,1,11,2,0.0,0.0,0.57,1.0,low
CUST01263,Loyal Core,32,4.0,2970.8,4,5,5,5,1,1.0,0.25,0.3075,2.0,medium
CUST01264,Discount-Sensitive,51,1.0,2114.74,3,2,5,6,1,0.0,0.0,0.34,1.0,medium
CUST01265,Champions,15,2.0,1398.17,5,4,4,12,0,0.0,0.0,0.42000000000000004,2.0,low
CUST01266,Mixed Watchlist,51,3.0,2447.06,3,5,5,8,0,0.0,0.0,0.1366666666666667,3.0,medium
CUST01267,Service Recovery,58,2.0,769.5699999999999,3,4,3,2,1,1.0,0.0,0.25,1.0,medium
CUST01268,Growth Potential,19,1.0,471.22,5,2,2,5,2,1.0,1.0,0.06,1.0,medium
CUST01269,Mixed Watchlist,57,1.0,534.09,3,2,2,4,1,0.0,0.0,0.08,1.0,medium
CUST01270,Service Recovery,57,1.0,309.87,3,2,1,4,0,1.0,0.0,0.43,1.0,medium
CUST01271,Growth Potential,12,1.0,529.98,5,2,2,8,0,0.0,0.0,0.31,1.0,low
CUST01272,Mixed Watchlist,44,1.0,1860.0,4,2,4,1,0,0.0,0.0,0.27,1.0,high
CUST01273,Dormant At-Risk,149,1.0,1219.74,1,2,4,1,0,0.0,0.0,0.37,1.0,high
CUST01274,Loyal Core,25,2.0,802.94,4,4,3,15,0,0.0,0.0,0.415,1.0,low
CUST01275,Champions,34,3.0,2647.93,4,5,5,14,2,0.0,0.0,0.26666666666666666,3.0,low
CUST01276,Mixed Watchlist,120,1.0,412.12,2,2,2,3,0,0.0,0.0,0.4,1.0,high
CUST01277,Discount-Sensitive,99,1.0,732.91,2,2,3,6,2,0.0,0.0,0.34,1.0,high
CUST01278,Mixed Watchlist,65,2.0,791.53,3,4,3,1,0,0.0,0.0,0.225,2.0,medium
CUST01279,Discount-Sensitive,101,1.0,1494.42,2,2,4,3,1,0.0,1.0,0.35,1.0,high
CUST01280,Champions,35,4.0,3888.23,4,5,5,5,0,0.0,0.0,0.2475,4.0,low
CUST01281,Mixed Watchlist,215,0.0,0.0,1,1,1,4,0,0.0,0.0,0.0,0.0,high
CUST01282,Mixed Watchlist,78,1.0,499.65,3,2,2,5,0,1.0,0.0,0.2,1.0,high
CUST01283,Loyal Core,40,8.0,5650.74,4,5,5,7,0,1.0,0.125,0.3275,5.0,medium
CUST01284,Dormant At-Risk,192,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST01285,Mixed Watchlist,124,2.0,938.91,2,4,3,3,0,0.0,0.0,0.32,1.0,high
CUST01286,Dormant At-Risk,226,0.0,0.0,1,1,1,2,0,0.0,0.0,0.0,0.0,high
CUST01287,Mixed Watchlist,89,2.0,1153.33,2,4,3,3,0,0.0,0.0,0.45999999999999996,2.0,high
CUST01288,Dormant At-Risk,132,1.0,486.14,2,2,2,0,0,0.0,0.0,0.38,1.0,high
CUST01289,Growth Potential,3,1.0,742.76,5,2,3,9,2,0.0,0.0,0.18,1.0,low
CUST01290,Mixed Watchlist,53,2.0,1164.42,3,4,3,9,0,0.0,0.0,0.26,2.0,medium
CUST01291,Mixed Watchlist,193,0.0,0.0,1,1,1,3,0,0.0,0.0,0.0,0.0,high
CUST01292,Champions,41,2.0,2412.52,4,4,5,3,0,0.0,0.0,0.155,1.0,medium
CUST01293,Loyal Core,15,2.0,866.63,5,4,3,0,0,0.0,0.0,0.38,1.0,low
CUST01294,Growth Potential,3,1.0,750.26,5,2,3,9,0,0.0,0.0,0.45,1.0,low
CUST01295,Service Recovery,121,3.0,11655.31,2,5,5,11,0,0.0,0.3333333333333333,0.14,2.0,high
CUST01296,Mixed Watchlist,16,1.0,416.31,5,2,2,2,0,0.0,0.0,0.41,1.0,low
CUST01297,Champions,2,4.0,1798.5700000000002,5,5,4,6,0,1.0,0.0,0.27,3.0,medium
CUST01298,Dormant At-Risk,329,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST01299,Mixed Watchlist,171,1.0,840.54,1,2,3,8,0,0.0,0.0,0.07,1.0,high
CUST01300,Champions,46,4.0,1939.2,4,5,5,10,0,1.0,0.0,0.3675,3.0,medium
CUST01301,Mixed Watchlist,85,2.0,884.5699999999999,3,4,3,4,0,0.0,0.0,0.325,1.0,high
CUST01302,Champions,1,5.0,3420.38,5,5,5,8,2,0.0,0.0,0.292,2.0,low
CUST01303,Service Recovery,20,1.0,844.74,5,2,3,3,0,1.0,0.0,0.18,1.0,medium
CUST01304,Loyal Core,27,2.0,1145.58,4,4,3,8,0,0.0,0.0,0.16999999999999998,1.0,low
CUST01305,Mixed Watchlist,50,1.0,311.4,3,2,1,8,0,0.0,0.0,0.45,1.0,medium
CUST01306,Mixed Watchlist,54,2.0,3337.79,3,4,5,2,2,0.0,0.0,0.20500000000000002,1.0,medium
CUST01307,Mixed Watchlist,234,0.0,0.0,1,1,1,4,2,0.0,0.0,0.0,0.0,high
CUST01308,Mixed Watchlist,119,1.0,380.96,2,2,2,5,1,0.0,0.0,0.27,1.0,high
CUST01309,Mixed Watchlist,73,3.0,1704.79,3,5,4,2,0,0.0,0.0,0.42333333333333334,3.0,medium
CUST01310,Discount-Sensitive,139,2.0,1213.35,2,4,4,8,1,0.0,0.0,0.405,2.0,high
CUST01311,Loyal Core,43,2.0,1069.71,4,4,3,1,0,0.0,0.0,0.37,2.0,medium
CUST01312,Champions,14,2.0,1611.51,5,4,4,5,0,0.0,0.0,0.275,2.0,low
CUST01313,Champions,4,2.0,1457.6799999999998,5,4,4,6,0,0.0,0.0,0.23,1.0,low
CUST01314,Loyal Core,1,2.0,1066.73,5,4,3,5,0,0.0,0.0,0.28,2.0,low
CUST01315,Dormant At-Risk,222,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST01316,Mixed Watchlist,120,1.0,407.44,2,2,2,13,2,0.0,0.0,0.25,1.0,high
CUST01317,Dormant At-Risk,256,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST01318,Dormant At-Risk,130,1.0,396.5,2,2,2,2,1,0.0,0.0,0.13,1.0,high
CUST01319,Discount-Sensitive,111,1.0,336.29,2,2,1,10,1,0.0,0.0,0.48,1.0,high
CUST01320,Mixed Watchlist,150,1.0,500.0,1,2,2,6,1,0.0,0.0,0.11,1.0,high
CUST01321,Discount-Sensitive,99,5.0,1878.1,2,5,4,12,2,0.0,0.0,0.36,3.0,high
CUST01322,Dormant At-Risk,96,1.0,564.8,2,2,2,2,0,0.0,0.0,0.17,1.0,high
CUST01323,Mixed Watchlist,276,0.0,0.0,1,1,1,3,0,0.0,0.0,0.0,0.0,high
CUST01324,Dormant At-Risk,227,0.0,0.0,1,1,1,1,1,0.0,0.0,0.0,0.0,high
CUST01325,Dormant At-Risk,186,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST01326,Mixed Watchlist,131,1.0,1411.39,2,2,4,3,0,0.0,0.0,0.29,1.0,high
CUST01327,Mixed Watchlist,83,3.0,3429.24,3,5,5,10,2,0.0,0.0,0.13999999999999999,2.0,high
CUST01328,Mixed Watchlist,54,2.0,2001.3,3,4,5,5,0,0.0,0.0,0.235,1.0,medium
CUST01329,Service Recovery,61,3.0,1252.03,3,5,4,5,0,0.0,0.3333333333333333,0.2866666666666667,3.0,medium
CUST01330,Champions,3,3.0,2794.39,5,5,5,6,0,0.0,0.0,0.23333333333333336,2.0,low
CUST01331,Champions,14,3.0,1877.4899999999998,5,5,4,10,1,1.0,0.0,0.22666666666666666,3.0,medium
CUST01332,Champions,17,4.0,3364.3,5,5,5,7,0,0.0,0.0,0.28,2.0,low
CUST01333,Mixed Watchlist,47,1.0,420.65,3,2,2,2,1,0.0,0.0,0.18,1.0,medium
CUST01334,Dormant At-Risk,160,1.0,976.5,1,2,3,1,0,0.0,0.0,0.03,1.0,high
CUST01335,Service Recovery,75,2.0,2371.6000000000004,3,4,5,6,0,1.0,0.0,0.26,2.0,medium
CUST01336,Loyal Core,1,2.0,910.6700000000001,5,4,3,0,0,0.0,0.0,0.22999999999999998,2.0,low
CUST01337,Mixed Watchlist,49,1.0,793.95,3,2,3,14,1,0.0,0.0,0.32,1.0,medium
CUST01338,Growth Potential,7,1.0,232.88,5,2,1,14,0,1.0,1.0,0.43,1.0,medium
CUST01339,Mixed Watchlist,162,1.0,450.33,1,2,2,3,0,0.0,0.0,0.26,1.0,high
CUST01340,Mixed Watchlist,76,1.0,624.33,3,2,2,5,0,0.0,0.0,0.07,1.0,high
CUST01341,Mixed Watchlist,38,1.0,395.13,4,2,2,5,0,0.0,0.0,0.23,1.0,medium
CUST01342,Mixed Watchlist,84,2.0,1049.9,3,4,3,10,0,0.0,0.0,0.25,2.0,high
CUST01343,Loyal Core,4,3.0,1079.78,5,5,3,3,0,0.0,0.0,0.17333333333333334,3.0,low
CUST01344,Mixed Watchlist,395,0.0,0.0,1,1,1,3,0,0.0,0.0,0.0,0.0,high
CUST01345,Mixed Watchlist,38,1.0,2465.11,4,2,5,7,0,0.0,0.0,0.26,1.0,medium
CUST01346,Champions,38,3.0,2127.53,4,5,5,5,1,0.0,0.0,0.29,2.0,medium
CUST01347,Mixed Watchlist,128,1.0,316.63,2,2,1,3,0,0.0,0.0,0.39,1.0,high
CUST01348,Mixed Watchlist,140,1.0,659.62,2,2,2,3,0,0.0,0.0,0.23,1.0,high
CUST01349,Mixed Watchlist,83,2.0,2446.67,3,4,5,0,2,0.0,0.0,0.20500000000000002,2.0,high
CUST01350,Dormant At-Risk,190,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST01351,Service Recovery,30,1.0,542.87,4,2,2,7,0,1.0,1.0,0.42,1.0,medium
CUST01352,Service Recovery,123,2.0,900.07,2,4,3,1,0,0.0,0.5,0.41500000000000004,2.0,high
CUST01353,Service Recovery,73,1.0,597.26,3,2,2,1,1,1.0,0.0,0.23,1.0,high
CUST01354,Loyal Core,2,2.0,1041.99,5,4,3,10,0,1.0,0.0,0.355,2.0,medium
CUST01355,Dormant At-Risk,88,1.0,547.04,2,2,2,2,0,0.0,0.0,0.3,1.0,high
CUST01356,Service Recovery,42,1.0,287.51,4,2,1,0,0,1.0,0.0,0.27,1.0,high
CUST01357,Dormant At-Risk,126,1.0,230.99,2,2,1,2,0,0.0,0.0,0.56,1.0,high
CUST01358,Growth Potential,18,1.0,862.52,5,2,3,14,3,0.0,0.0,0.32,1.0,low
CUST01359,Discount-Sensitive,106,2.0,1016.94,2,4,3,3,1,0.0,0.0,0.345,2.0,high
CUST01360,Mixed Watchlist,160,1.0,306.65,1,2,1,6,2,0.0,0.0,0.3,1.0,high
CUST01361,Mixed Watchlist,5,1.0,805.77,5,2,3,6,0,0.0,0.0,0.21,1.0,low
CUST01362,Discount-Sensitive,80,1.0,378.18,3,2,2,16,1,0.0,0.0,0.35,1.0,high
CUST01363,Mixed Watchlist,83,1.0,454.39,3,2,2,7,2,0.0,0.0,0.14,1.0,high
CUST01364,Mixed Watchlist,148,1.0,1261.0,1,2,4,3,0,0.0,0.0,0.2,1.0,high
CUST01365,Dormant At-Risk,247,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST01366,Mixed Watchlist,98,1.0,149.0,2,2,1,4,0,0.0,0.0,0.53,1.0,high
CUST01367,Service Recovery,56,1.0,363.62,3,2,1,8,1,1.0,0.0,0.23,1.0,medium
CUST01368,Mixed Watchlist,308,0.0,0.0,1,1,1,8,3,0.0,0.0,0.0,0.0,high
CUST01369,Growth Potential,24,1.0,477.43,4,2,2,10,2,1.0,1.0,0.2,1.0,medium
CUST01370,Dormant At-Risk,161,2.0,1246.04,1,4,4,2,0,0.0,0.0,0.215,2.0,high
CUST01371,Champions,8,2.0,2334.49,5,4,5,6,0,1.0,0.0,0.225,1.0,medium
CUST01372,Service Recovery,71,1.0,366.8,3,2,1,5,0,1.0,1.0,0.1,1.0,medium
CUST01373,Mixed Watchlist,45,1.0,291.54,4,2,1,4,0,0.0,0.0,0.6,1.0,medium
CUST01374,Mixed Watchlist,88,1.0,282.0,2,2,1,5,0,0.0,0.0,0.19,1.0,high
CUST01375,Mixed Watchlist,64,2.0,1131.6399999999999,3,4,3,4,3,0.0,0.0,0.245,1.0,medium
CUST01376,Mixed Watchlist,34,1.0,541.57,4,2,2,6,0,0.0,0.0,0.02,1.0,low
CUST01377,Growth Potential,9,1.0,387.27,5,2,2,10,0,1.0,0.0,0.39,1.0,medium
CUST01378,Mixed Watchlist,117,1.0,348.74,2,2,1,14,0,0.0,0.0,0.16,1.0,high
CUST01379,Mixed Watchlist,186,0.0,0.0,1,1,1,6,1,0.0,0.0,0.0,0.0,high
CUST01380,Loyal Core,44,2.0,729.75,4,4,3,1,1,0.0,0.0,0.28500000000000003,1.0,medium
CUST01381,Champions,2,6.0,4149.83,5,5,5,11,3,0.0,0.0,0.25333333333333335,4.0,low
CUST01382,Loyal Core,4,2.0,987.3699999999999,5,4,3,5,1,1.0,0.5,0.19,2.0,medium
CUST01383,Champions,13,3.0,1697.28,5,5,4,14,0,1.0,0.0,0.20333333333333334,2.0,medium
CUST01384,Service Recovery,145,2.0,3420.26,2,4,5,5,0,0.0,0.5,0.19,2.0,high
CUST01385,Loyal Core,0,3.0,1753.8400000000001,5,5,4,10,4,1.0,0.3333333333333333,0.3666666666666667,3.0,medium
CUST01386,Loyal Core,14,4.0,5346.15,5,5,5,5,0,1.0,0.25,0.21250000000000002,3.0,medium
CUST01387,Dormant At-Risk,128,1.0,785.68,2,2,3,2,0,0.0,0.0,0.27,1.0,high
CUST01388,Mixed Watchlist,70,1.0,2996.98,3,2,5,1,0,0.0,0.0,0.25,1.0,high
CUST01389,Mixed Watchlist,70,2.0,1396.8200000000002,3,4,4,5,2,0.0,0.0,0.11,2.0,medium
CUST01390,Champions,9,2.0,1232.27,5,4,4,11,1,0.0,0.0,0.12000000000000001,2.0,low
CUST01391,Mixed Watchlist,94,1.0,972.01,2,2,3,11,1,0.0,0.0,0.2,1.0,high
CUST01392,Growth Potential,16,1.0,1415.53,5,2,4,2,1,0.0,0.0,0.25,1.0,low
CUST01393,Mixed Watchlist,85,1.0,493.02,3,2,2,0,1,0.0,0.0,0.28,1.0,high
CUST01394,Champions,16,2.0,1313.81,5,4,4,15,1,0.0,0.0,0.365,2.0,low
CUST01395,Champions,32,4.0,3708.11,4,5,5,4,0,0.0,0.0,0.3075,4.0,low
CUST01396,Dormant At-Risk,127,1.0,826.44,2,2,3,2,0,0.0,0.0,0.35,1.0,high
CUST01397,Champions,4,4.0,4264.139999999999,5,5,5,12,0,0.0,0.0,0.165,4.0,low
CUST01398,Service Recovery,57,1.0,1672.19,3,2,4,6,0,1.0,1.0,0.12,1.0,medium
CUST01399,Loyal Core,19,4.0,2045.41,5,5,5,10,1,1.0,0.25,0.305,3.0,medium
CUST01400,Dormant At-Risk,134,1.0,328.61,2,2,1,1,0,0.0,0.0,0.15,1.0,high
CUST01401,Mixed Watchlist,75,2.0,1991.48,3,4,5,3,0,0.0,0.0,0.19,2.0,medium
CUST01402,Dormant At-Risk,254,0.0,0.0,1,1,1,0,2,0.0,0.0,0.0,0.0,high
CUST01403,Dormant At-Risk,329,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST01404,Mixed Watchlist,202,0.0,0.0,1,1,1,12,1,0.0,0.0,0.0,0.0,high
CUST01405,Dormant At-Risk,140,1.0,1013.03,2,2,3,2,0,0.0,0.0,0.33,1.0,high
CUST01406,Dormant At-Risk,222,0.0,0.0,1,1,1,2,0,0.0,0.0,0.0,0.0,high
CUST01407,Mixed Watchlist,139,1.0,709.73,2,2,3,3,0,0.0,0.0,0.14,1.0,high
CUST01408,Dormant At-Risk,307,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST01409,Loyal Core,26,3.0,1087.52,4,5,3,1,0,0.0,0.0,0.4466666666666667,1.0,low
CUST01410,Mixed Watchlist,146,2.0,670.94,2,4,2,11,0,0.0,0.0,0.34,2.0,high
CUST01411,Dormant At-Risk,183,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST01412,Mixed Watchlist,91,1.0,348.68,2,2,1,9,0,0.0,0.0,0.34,1.0,high
CUST01413,Dormant At-Risk,234,0.0,0.0,1,1,1,2,0,0.0,0.0,0.0,0.0,high
CUST01414,Growth Potential,30,1.0,453.66,4,2,2,10,1,1.0,0.0,0.34,1.0,medium
CUST01415,Growth Potential,9,1.0,509.5,5,2,2,9,0,0.0,0.0,0.29,1.0,low
CUST01416,Service Recovery,50,3.0,2785.86,3,5,5,11,2,3.0,0.6666666666666666,0.22333333333333336,3.0,medium
CUST01417,Mixed Watchlist,149,1.0,461.24,1,2,2,3,0,0.0,0.0,0.42,1.0,high
CUST01418,Mixed Watchlist,176,1.0,785.78,1,2,3,10,1,0.0,0.0,0.31,1.0,high
CUST01419,Mixed Watchlist,41,1.0,1111.02,4,2,3,1,0,0.0,0.0,0.21,1.0,high
CUST01420,Discount-Sensitive,67,3.0,2895.9100000000003,3,5,5,14,1,1.0,0.0,0.35333333333333333,3.0,medium
CUST01421,Growth Potential,46,1.0,1155.37,4,2,3,16,0,1.0,1.0,0.25,1.0,medium
CUST01422,Service Recovery,58,3.0,1353.3,3,5,4,3,0,1.0,0.3333333333333333,0.20000000000000004,2.0,medium
CUST01423,Loyal Core,41,2.0,840.3499999999999,4,4,3,5,0,0.0,0.0,0.29000000000000004,1.0,medium
CUST01424,Mixed Watchlist,93,1.0,2318.97,2,2,5,3,0,0.0,0.0,0.43,1.0,high
CUST01425,Mixed Watchlist,48,1.0,1148.76,3,2,3,3,1,0.0,0.0,0.32,1.0,medium
CUST01426,Growth Potential,24,1.0,872.32,4,2,3,8,0,0.0,0.0,0.28,1.0,low
CUST01427,Loyal Core,5,4.0,2185.2599999999998,5,5,5,11,2,2.0,0.0,0.4,3.0,medium
CUST01428,Discount-Sensitive,51,1.0,888.61,3,2,3,15,1,1.0,1.0,0.41,1.0,medium
CUST01429,Mixed Watchlist,53,2.0,1434.6100000000001,3,4,4,4,2,0.0,0.0,0.33999999999999997,1.0,medium
CUST01430,Loyal Core,5,3.0,2362.84,5,5,5,11,0,3.0,0.3333333333333333,0.26666666666666666,3.0,medium
CUST01431,Growth Potential,12,1.0,903.63,5,2,3,6,1,1.0,1.0,0.12,1.0,medium
CUST01432,Dormant At-Risk,102,1.0,410.51,2,2,2,2,0,0.0,0.0,0.25,1.0,high
CUST01433,Service Recovery,108,2.0,1057.6399999999999,2,4,3,8,0,0.0,0.5,0.35,2.0,high
CUST01434,Loyal Core,5,4.0,1436.17,5,5,4,6,0,1.0,0.25,0.4525,3.0,medium
CUST01435,Dormant At-Risk,186,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST01436,Champions,20,2.0,2235.76,5,4,5,18,1,0.0,0.0,0.31,2.0,low
CUST01437,Dormant At-Risk,246,0.0,0.0,1,1,1,2,0,0.0,0.0,0.0,0.0,high
CUST01438,Dormant At-Risk,157,2.0,2087.95,1,4,5,0,0,0.0,0.0,0.305,2.0,high
CUST01439,Champions,0,3.0,4431.7,5,5,5,7,0,1.0,0.0,0.19999999999999998,2.0,medium
CUST01440,Champions,6,3.0,3177.64,5,5,5,3,0,1.0,0.0,0.2833333333333334,1.0,medium
CUST01441,Dormant At-Risk,322,0.0,0.0,1,1,1,1,2,0.0,0.0,0.0,0.0,high
CUST01442,Service Recovery,105,3.0,2184.02,2,5,5,9,1,0.0,0.3333333333333333,0.21666666666666667,2.0,high
CUST01443,Champions,20,3.0,3298.22,5,5,5,1,0,0.0,0.0,0.24666666666666667,1.0,low
CUST01444,Loyal Core,32,2.0,1096.85,4,4,3,2,1,0.0,0.0,0.375,2.0,low
CUST01445,Service Recovery,115,2.0,1969.1,2,4,5,2,0,0.0,0.5,0.305,2.0,high
CUST01446,Mixed Watchlist,132,1.0,789.48,2,2,3,5,0,0.0,0.0,0.03,1.0,high
CUST01447,Growth Potential,18,1.0,1665.94,5,2,4,13,0,0.0,0.0,0.13,1.0,low
CUST01448,Dormant At-Risk,233,0.0,0.0,1,1,1,1,0,0.0,0.0,0.0,0.0,high
CUST01449,Loyal Core,3,2.0,874.09,5,4,3,5,2,1.0,0.0,0.315,2.0,medium
CUST01450,Service Recovery,126,2.0,1429.2,2,4,4,2,0,0.0,0.5,0.105,2.0,high
CUST01451,Growth Potential,34,1.0,1506.43,4,2,4,13,0,1.0,0.0,0.41,1.0,medium
CUST01452,Mixed Watchlist,116,1.0,1448.27,2,2,4,10,0,0.0,0.0,0.42,1.0,high
CUST01453,Mixed Watchlist,82,2.0,1354.88,3,4,4,7,1,0.0,0.0,0.225,2.0,high
CUST01454,Mixed Watchlist,70,3.0,2311.4700000000003,3,5,5,2,2,0.0,0.0,0.31666666666666665,3.0,medium
CUST01455,Dormant At-Risk,335,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST01456,Mixed Watchlist,17,1.0,1158.71,5,2,3,7,0,1.0,0.0,0.2,1.0,medium
CUST01457,Dormant At-Risk,248,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,high
CUST01458,Mixed Watchlist,52,1.0,1462.88,3,2,4,1,0,0.0,0.0,0.13,1.0,high
CUST01459,Mixed Watchlist,68,3.0,1869.62,3,5,4,4,0,0.0,0.0,0.19333333333333336,2.0,medium
